numero_asociado,ramo_industrial,clave_del_producto,estado,fecha_factura
105891,M1,CAS012006,Pendiente,
105891,M1,CAS012007,Pendiente,
105892,M4,CAS012001,Pendiente,
105892,M4,CAS012002,Pendiente,
105892,M4,CAS012003,Pendiente,
105892,M4,CAS012004,Pendiente,
105892,M4,CAS012005,Pendiente,
105892,M4,CAS012006,Pendiente,
105894,M7,CAS012001,Pendiente,
105894,M7,CAS012002,Pendiente,
105894,M7,CAS012003,Pendiente,
105894,M7,CAS012004,Pendiente,
105894,M7,CAS012005,Pendiente,
105894,M7,CAS012006,Pendiente,
105895,M4,CAS011992,Pendiente,
105895,M4,CAS011995,Pendiente,
105895,M4,CAS011997,Pendiente,
105895,M4,CAS011998,Pendiente,
105895,M4,CAS011999,Pendiente,
105895,M4,CAS012000,Pendiente,
105895,M4,CAS012001,Pendiente,
105895,M4,CAS012002,Pendiente,
105895,M4,CAS012003,Pendiente,
105895,M4,CAS012004,Pendiente,
105895,M4,CAS012005,Pendiente,
105895,M4,CAS012006,Pendiente,
105895,M4,CAS012007,Pendiente,
105896,M4,CAS012001,Pendiente,
105896,M4,CAS012002,Pendiente,
105896,M4,CAS012003,Pendiente,
105896,M4,CAS012004,Pendiente,
105896,M4,CAS012005,Pendiente,
105896,M4,CAS012006,Pendiente,
105897,M3,CAS012005,Pendiente,
105897,M3,CAS012006,Pendiente,
105897,M3,CAS012007,Pendiente,
105898,M2,CAS011993,Pendiente,
105898,M2,CAS011994,Pendiente,
105898,M2,CAS011995,Pendiente,
105898,M2,CAS011996,Pendiente,
105898,M2,CAS011997,Pendiente,
105898,M2,CAS011998,Pendiente,
105898,M2,CAS011999,Pendiente,
105898,M2,CAS012000,Pendiente,
105898,M2,CAS012001,Pendiente,
105898,M2,CAS012002,Pendiente,
105898,M2,CAS012003,Pendiente,
105898,M2,CAS012004,Pendiente,
105898,M2,CAS012005,Pendiente,
105898,M2,CAS012006,Pendiente,
105898,M2,CAS012007,Pendiente,
105899,M2,CAS011992,Pendiente,
105899,M2,CAS011995,Pendiente,
105899,M2,CAS011997,Pendiente,
105899,M2,CAS011998,Pendiente,
105899,M2,CAS012001,Pendiente,
105900,M1,CAS012001,Pendiente,
105900,M1,CAS012002,Pendiente,
105900,M1,CAS012003,Pendiente,
105900,M1,CAS012004,Pendiente,
105900,M1,CAS012005,Pendiente,
105900,M1,CAS012006,Pendiente,
105907,M4,CAS012000,Pendiente,
105907,M4,CAS012001,Pendiente,
105907,M4,CAS012002,Pendiente,
105907,M4,CAS012003,Pendiente,
105907,M4,CAS012004,Pendiente,
105907,M4,CAS012005,Pendiente,
105907,M4,CAS012006,Pendiente,
105907,M4,CAS012007,Pendiente,
105908,M1,CAS011991,Pendiente,
105908,M1,CAS011995,Pendiente,
105908,M1,CAS011997,Pendiente,
105908,M1,CAS011998,Pendiente,
105908,M1,CAS011999,Pendiente,
105908,M1,CAS012001,Pendiente,
105908,M1,CAS012002,Pendiente,
105908,M1,CAS012003,Pendiente,
105908,M1,CAS012004,Pendiente,
105908,M1,CAS012005,Pendiente,
105908,M1,CAS012006,Pendiente,
105910,M7,CAS011995,Pendiente,
105910,M7,CAS011996,Pendiente,
105910,M7,CAS011997,Pendiente,
105910,M7,CAS011998,Pendiente,
105910,M7,CAS011999,Pendiente,
105910,M7,CAS012000,Pendiente,
105910,M7,CAS012001,Pendiente,
105910,M7,CAS012002,Pendiente,
105910,M7,CAS012003,Pendiente,
105910,M7,CAS012004,Pendiente,
105910,M7,CAS012005,Pendiente,
105910,M7,CAS012006,Pendiente,
105910,M7,CAS012007,Pendiente,
105911,M4,CAS011992,Pendiente,
105911,M4,CAS011995,Pendiente,
105911,M4,CAS011997,Pendiente,
105911,M4,CAS011998,Pendiente,
105911,M4,CAS012001,Pendiente,
105911,M4,CAS012002,Pendiente,
105911,M4,CAS012003,Pendiente,
105911,M4,CAS012004,Pendiente,
105911,M4,CAS012005,Pendiente,
105911,M4,CAS012006,Pendiente,
105911,M4,CAS012007,Pendiente,
105912,M4,CAS011992,Pendiente,
105912,M4,CAS011995,Pendiente,
105912,M4,CAS011997,Pendiente,
105912,M4,CAS011998,Pendiente,
105912,M4,CAS011999,Pendiente,
105912,M4,CAS012000,Pendiente,
105912,M4,CAS012001,Pendiente,
105912,M4,CAS012002,Pendiente,
105912,M4,CAS012003,Pendiente,
105912,M4,CAS012004,Pendiente,
105912,M4,CAS012005,Pendiente,
105912,M4,CAS012006,Pendiente,
105915,M4,CAS012002,Pendiente,
105915,M4,CAS012003,Pendiente,
105915,M4,CAS012004,Pendiente,
105915,M4,CAS012005,Pendiente,
105915,M4,CAS012006,Pendiente,
105915,M4,CAS012007,Pendiente,
105916,M4,CAS012001,Pendiente,
105916,M4,CAS012002,Pendiente,
105916,M4,CAS012003,Pendiente,
105916,M4,CAS012004,Pendiente,
105916,M4,CAS012005,Pendiente,
105916,M4,CAS012006,Pendiente,
105917,M4,CAS012001,Pendiente,
105917,M4,CAS012002,Pendiente,
105917,M4,CAS012003,Pendiente,
105917,M4,CAS012004,Pendiente,
105917,M4,CAS012005,Pendiente,
105917,M4,CAS012006,Pendiente,
105917,M4,CAS012007,Pendiente,
105919,M4,CAS012001,Pendiente,
105919,M4,CAS012002,Pendiente,
105919,M4,CAS012003,Pendiente,
105919,M4,CAS012004,Pendiente,
105919,M4,CAS012005,Pendiente,
105919,M4,CAS012006,Pendiente,
105920,M7,CAS012001,Pendiente,
105920,M7,CAS012002,Pendiente,
105920,M7,CAS012003,Pendiente,
105920,M7,CAS012004,Pendiente,
105920,M7,CAS012005,Pendiente,
105920,M7,CAS012006,Pendiente,
105922,M4,CAS012001,Pendiente,
105922,M4,CAS012002,Pendiente,
105922,M4,CAS012003,Pendiente,
105922,M4,CAS012004,Pendiente,
105922,M4,CAS012005,Pendiente,
105922,M4,CAS012006,Pendiente,
105922,M4,CAS012007,Pendiente,
105923,M3,CAS011995,Pendiente,
105923,M3,CAS011996,Pendiente,
105923,M3,CAS011997,Pendiente,
105923,M3,CAS011998,Pendiente,
105923,M3,CAS011999,Pendiente,
105923,M3,CAS012000,Pendiente,
105923,M3,CAS012001,Pendiente,
105923,M3,CAS012002,Pendiente,
105923,M3,CAS012003,Pendiente,
105923,M3,CAS012004,Pendiente,
105923,M3,CAS012005,Pendiente,
105923,M3,CAS012006,Pendiente,
105924,M2,CAS012001,Pendiente,
105925,M4,CAS011993,Pendiente,
105925,M4,CAS011994,Pendiente,
105925,M4,CAS011995,Pendiente,
105925,M4,CAS011996,Pendiente,
105925,M4,CAS011997,Pendiente,
105925,M4,CAS011998,Pendiente,
105925,M4,CAS011999,Pendiente,
105925,M4,CAS012000,Pendiente,
105925,M4,CAS012001,Pendiente,
105925,M4,CAS012002,Pendiente,
105925,M4,CAS012003,Pendiente,
105925,M4,CAS012004,Pendiente,
105925,M4,CAS012005,Pendiente,
105925,M4,CAS012006,Pendiente,
105925,M4,CAS012007,Pendiente,
105926,M7,CAS011997,Pendiente,
105926,M7,CAS011998,Pendiente,
105926,M7,CAS011999,Pendiente,
105926,M7,CAS012000,Pendiente,
105926,M7,CAS012001,Pendiente,
105926,M7,CAS012002,Pendiente,
105926,M7,CAS012003,Pendiente,
105926,M7,CAS012004,Pendiente,
105926,M7,CAS012005,Pendiente,
105926,M7,CAS012006,Pendiente,
105926,M7,CAS012007,Pendiente,
105927,M2,CAS011996,Pendiente,
105927,M2,CAS011995,Pendiente,
105927,M2,CAS011997,Pendiente,
105927,M2,CAS011999,Pendiente,
105927,M2,CAS011998,Pendiente,
105927,M2,CAS012000,Pendiente,
105927,M2,CAS012001,Pendiente,
105927,M2,CAS012002,Pendiente,
105927,M2,CAS012003,Pendiente,
105927,M2,CAS012004,Pendiente,
105927,M2,CAS012005,Pendiente,
105927,M2,CAS012006,Pendiente,
105928,M4,CAS011995,Pendiente,
105928,M4,CAS011996,Pendiente,
105928,M4,CAS011997,Pendiente,
105928,M4,CAS011998,Pendiente,
105928,M4,CAS011999,Pendiente,
105928,M4,CAS012000,Pendiente,
105928,M4,CAS012001,Pendiente,
105928,M4,CAS012002,Pendiente,
105928,M4,CAS012003,Pendiente,
105928,M4,CAS012004,Pendiente,
105928,M4,CAS012005,Pendiente,
105928,M4,CAS012006,Pendiente,
105928,M4,CAS012007,Pendiente,
105929,M1,CAS012001,Pendiente,
105929,M1,CAS012002,Pendiente,
105929,M1,CAS012003,Pendiente,
105929,M1,CAS012004,Pendiente,
105929,M1,CAS012005,Pendiente,
105929,M1,CAS012006,Pendiente,
105930,M4,CAS012001,Pendiente,
105930,M4,CAS012002,Pendiente,
105930,M4,CAS012003,Pendiente,
105930,M4,CAS012004,Pendiente,
105930,M4,CAS012005,Pendiente,
105930,M4,CAS012006,Pendiente,
105930,M4,CAS012007,Pendiente,
105932,M4,CAS011995,Pendiente,
105932,M4,CAS011996,Pendiente,
105932,M4,CAS011997,Pendiente,
105932,M4,CAS011998,Pendiente,
105932,M4,CAS011999,Pendiente,
105932,M4,CAS012000,Pendiente,
105932,M4,CAS012001,Pendiente,
105932,M4,CAS012002,Pendiente,
105932,M4,CAS012003,Pendiente,
105932,M4,CAS012004,Pendiente,
105932,M4,CAS012005,Pendiente,
105932,M4,CAS012006,Pendiente,
105932,M4,CAS012007,Pendiente,
105933,M1,CAS012004,Pendiente,
105933,M1,CAS012005,Pendiente,
105933,M1,CAS012006,Pendiente,
105934,M7,CAS012000,Pendiente,
105934,M7,CAS012001,Pendiente,
105934,M7,CAS012002,Pendiente,
105934,M7,CAS012003,Pendiente,
105934,M7,CAS012004,Pendiente,
105934,M7,CAS012005,Pendiente,
105934,M7,CAS012006,Pendiente,
105934,M7,CAS012007,Pendiente,
105935,M4,CAS012001,Pendiente,
105935,M4,CAS012002,Pendiente,
105935,M4,CAS012003,Pendiente,
105935,M4,CAS012004,Pendiente,
105935,M4,CAS012005,Pendiente,
105935,M4,CAS012006,Pendiente,
105936,M1,CAS012001,Pendiente,
105936,M1,CAS012002,Pendiente,
105936,M1,CAS012003,Pendiente,
105936,M1,CAS012004,Pendiente,
105936,M1,CAS012005,Pendiente,
105936,M1,CAS012006,Pendiente,
105936,M1,CAS012007,Pendiente,
105938,M4,CAS011998,Pendiente,
105938,M4,CAS011999,Pendiente,
105938,M4,CAS012000,Pendiente,
105938,M4,CAS012001,Pendiente,
105938,M4,CAS012002,Pendiente,
105938,M4,CAS012003,Pendiente,
105938,M4,CAS012004,Pendiente,
105938,M4,CAS012005,Pendiente,
105938,M4,CAS012006,Pendiente,
105939,M7,CAS012001,Pendiente,
105939,M7,CAS012002,Pendiente,
105939,M7,CAS012003,Pendiente,
105939,M7,CAS012004,Pendiente,
105939,M7,CAS012005,Pendiente,
105939,M7,CAS012006,Pendiente,
105939,M7,CAS012007,Pendiente,
105940,M4,CAS011992,Pendiente,
105940,M4,CAS011995,Pendiente,
105940,M4,CAS011997,Pendiente,
105940,M4,CAS011998,Pendiente,
105940,M4,CAS011999,Pendiente,
105940,M4,CAS012000,Pendiente,
105940,M4,CAS012001,Pendiente,
105940,M4,CAS012002,Pendiente,
105940,M4,CAS012003,Pendiente,
105940,M4,CAS012004,Pendiente,
105940,M4,CAS012005,Pendiente,
105940,M4,CAS012006,Pendiente,
105941,M4,CAS012001,Pendiente,
105941,M4,CAS012002,Pendiente,
105941,M4,CAS012003,Pendiente,
105941,M4,CAS012004,Pendiente,
105941,M4,CAS012005,Pendiente,
105941,M4,CAS012006,Pendiente,
105941,M4,CAS012007,Pendiente,
105942,M2,CAS011998,Pendiente,
105942,M2,CAS011999,Pendiente,
105942,M2,CAS012000,Pendiente,
105942,M2,CAS012001,Pendiente,
105942,M2,CAS012002,Pendiente,
105942,M2,CAS012003,Pendiente,
105942,M2,CAS012004,Pendiente,
105942,M2,CAS012005,Pendiente,
105942,M2,CAS012006,Pendiente,
105943,M1,CAS011996,Pendiente,
105943,M1,CAS011997,Pendiente,
105943,M1,CAS011998,Pendiente,
105943,M1,CAS011999,Pendiente,
105943,M1,CAS012000,Pendiente,
105943,M1,CAS012001,Pendiente,
105944,M4,CAS012001,Pendiente,
105944,M4,CAS012002,Pendiente,
105944,M4,CAS012003,Pendiente,
105944,M4,CAS012004,Pendiente,
105944,M4,CAS012005,Pendiente,
105944,M4,CAS012006,Pendiente,
105944,M4,CAS012007,Pendiente,
105945,M4,CAS011995,Pendiente,
105945,M4,CAS011996,Pendiente,
105945,M4,CAS011997,Pendiente,
105945,M4,CAS011998,Pendiente,
105945,M4,CAS011999,Pendiente,
105945,M4,CAS012000,Pendiente,
105945,M4,CAS012001,Pendiente,
105945,M4,CAS012002,Pendiente,
105945,M4,CAS012003,Pendiente,
105945,M4,CAS012004,Pendiente,
105945,M4,CAS012005,Pendiente,
105945,M4,CAS012006,Pendiente,
105946,M2,CAS011995,Pendiente,
105946,M2,CAS011996,Pendiente,
105946,M2,CAS011997,Pendiente,
105946,M2,CAS011998,Pendiente,
105946,M2,CAS011999,Pendiente,
105946,M2,CAS012000,Pendiente,
105946,M2,CAS012001,Pendiente,
105946,M2,CAS012002,Pendiente,
105946,M2,CAS012003,Pendiente,
105946,M2,CAS012004,Pendiente,
105946,M2,CAS012005,Pendiente,
105946,M2,CAS012006,Pendiente,
105946,M2,CAS012007,Pendiente,
105947,M1,CAS011991,Pendiente,
105947,M1,CAS011995,Pendiente,
105947,M1,CAS011997,Pendiente,
105947,M1,CAS011998,Pendiente,
105947,M1,CAS011999,Pendiente,
105947,M1,CAS012000,Pendiente,
105947,M1,CAS012001,Pendiente,
105947,M1,CAS012002,Pendiente,
105947,M1,CAS012003,Pendiente,
105947,M1,CAS012004,Pendiente,
105947,M1,CAS012005,Pendiente,
105947,M1,CAS012006,Pendiente,
105948,M4,CAS012001,Pendiente,
105948,M4,CAS012002,Pendiente,
105948,M4,CAS012003,Pendiente,
105948,M4,CAS012004,Pendiente,
105948,M4,CAS012005,Pendiente,
105948,M4,CAS012006,Pendiente,
105948,M4,CAS012007,Pendiente,
105951,M4,CAS012006,Pendiente,
105951,M4,CAS012007,Pendiente,
105951,M4,CAS022004,Pendiente,
105951,M4,CAS022005,Pendiente,
105951,M4,CAS022006,Pendiente,
105952,M1,CAS011991,Pendiente,
105952,M1,CAS011995,Pendiente,
105952,M1,CAS011997,Pendiente,
105952,M1,CAS011998,Pendiente,
105952,M1,CAS012001,Pendiente,
105952,M1,CAS012002,Pendiente,
105952,M1,CAS012003,Pendiente,
105952,M1,CAS012004,Pendiente,
105952,M1,CAS012005,Pendiente,
105952,M1,CAS012006,Pendiente,
105953,M3,CAS011995,Pendiente,
105953,M3,CAS011996,Pendiente,
105953,M3,CAS011997,Pendiente,
105953,M3,CAS011998,Pendiente,
105953,M3,CAS011999,Pendiente,
105953,M3,CAS012000,Pendiente,
105953,M3,CAS012001,Pendiente,
105954,M2,CAS012001,Pendiente,
105954,M2,CAS012002,Pendiente,
105954,M2,CAS012003,Pendiente,
105954,M2,CAS012004,Pendiente,
105954,M2,CAS012005,Pendiente,
105954,M2,CAS012006,Pendiente,
105955,M4,CAS012001,Pendiente,
105955,M4,CAS012002,Pendiente,
105955,M4,CAS012003,Pendiente,
105955,M4,CAS012004,Pendiente,
105955,M4,CAS012005,Pendiente,
105955,M4,CAS012006,Pendiente,
105955,M4,CAS012007,Pendiente,
105957,M4,CAS012001,Pendiente,
105957,M4,CAS012002,Pendiente,
105957,M4,CAS012003,Pendiente,
105957,M4,CAS012004,Pendiente,
105957,M4,CAS012005,Pendiente,
105957,M4,CAS012006,Pendiente,
105958,M4,CAS012001,Pendiente,
105958,M4,CAS012002,Pendiente,
105958,M4,CAS012003,Pendiente,
105958,M4,CAS012004,Pendiente,
105958,M4,CAS012005,Pendiente,
105958,M4,CAS012006,Pendiente,
105959,M10,CAS011996,Pendiente,
105959,M10,CAS011999,Pendiente,
105959,M10,CAS012000,Pendiente,
105959,M10,CAS012001,Pendiente,
105959,M10,CAS012002,Pendiente,
105959,M10,CAS012003,Pendiente,
105959,M10,CAS012004,Pendiente,
105959,M10,CAS012005,Pendiente,
105959,M10,CAS012006,Pendiente,
105959,M10,CAS012007,Pendiente,
105962,M1,CAS012001,Pendiente,
105962,M1,CAS012002,Pendiente,
105962,M1,CAS012003,Pendiente,
105962,M1,CAS012004,Pendiente,
105962,M1,CAS012005,Pendiente,
105962,M1,CAS012006,Pendiente,
105962,M1,CAS012007,Pendiente,
105963,M4,CAS012001,Pendiente,
105963,M4,CAS012002,Pendiente,
105963,M4,CAS012003,Pendiente,
105963,M4,CAS012004,Pendiente,
105963,M4,CAS012005,Pendiente,
105963,M4,CAS012006,Pendiente,
105964,M4,CAS012000,Pendiente,
105964,M4,CAS012001,Pendiente,
105964,M4,CAS012002,Pendiente,
105964,M4,CAS012003,Pendiente,
105964,M4,CAS012004,Pendiente,
105964,M4,CAS012005,Pendiente,
105964,M4,CAS012006,Pendiente,
105965,M2,CAS012004,Pendiente,
105965,M2,CAS012005,Pendiente,
105965,M2,CAS012006,Pendiente,
105966,M4,CAS012001,Pendiente,
105966,M4,CAS012002,Pendiente,
105966,M4,CAS012003,Pendiente,
105966,M4,CAS012004,Pendiente,
105966,M4,CAS012005,Pendiente,
105966,M4,CAS012006,Pendiente,
105967,M3,CAS011995,Pendiente,
105967,M3,CAS011996,Pendiente,
105967,M3,CAS011997,Pendiente,
105968,M4,CAS012001,Pendiente,
105968,M4,CAS012002,Pendiente,
105968,M4,CAS012003,Pendiente,
105968,M4,CAS012004,Pendiente,
105968,M4,CAS012005,Pendiente,
105968,M4,CAS012006,Pendiente,
105968,M4,CAS012007,Pendiente,
105969,M4,CAS011996,Pendiente,
105969,M4,CAS011997,Pendiente,
105969,M4,CAS011998,Pendiente,
105969,M4,CAS011999,Pendiente,
105969,M4,CAS012000,Pendiente,
105969,M4,CAS012001,Pendiente,
105969,M4,CAS012002,Pendiente,
105969,M4,CAS012003,Pendiente,
105969,M4,CAS012004,Pendiente,
105969,M4,CAS012005,Pendiente,
105969,M4,CAS012006,Pendiente,
105970,M4,CAS011995,Pendiente,
105970,M4,CAS011996,Pendiente,
105970,M4,CAS011997,Pendiente,
105970,M4,CAS011998,Pendiente,
105970,M4,CAS011999,Pendiente,
105970,M4,CAS012000,Pendiente,
105970,M4,CAS012001,Pendiente,
105970,M4,CAS012002,Pendiente,
105970,M4,CAS012003,Pendiente,
105970,M4,CAS012004,Pendiente,
105970,M4,CAS012005,Pendiente,
105970,M4,CAS012006,Pendiente,
105972,M4,CAS012000,Pendiente,
105972,M4,CAS012001,Pendiente,
105972,M4,CAS012002,Pendiente,
105972,M4,CAS012003,Pendiente,
105972,M4,CAS012004,Pendiente,
105972,M4,CAS012005,Pendiente,
105972,M4,CAS012006,Pendiente,
105972,M4,CAS012007,Pendiente,
105973,M2,CAS012004,Pendiente,
105973,M2,CAS012005,Pendiente,
105973,M2,CAS012006,Pendiente,
105974,M1,CAS012004,Pendiente,
105974,M1,CAS012005,Pendiente,
105974,M1,CAS012006,Pendiente,
105975,M4,CAS012001,Pendiente,
105975,M4,CAS012002,Pendiente,
105975,M4,CAS012003,Pendiente,
105975,M4,CAS012004,Pendiente,
105975,M4,CAS012005,Pendiente,
105975,M4,CAS012006,Pendiente,
105978,M3,CAS011999,Pendiente,
105978,M3,CAS012000,Pendiente,
105978,M3,CAS012001,Pendiente,
105979,M4,CAS011996,Pendiente,
105979,M4,CAS011997,Pendiente,
105979,M4,CAS011998,Pendiente,
105979,M4,CAS012001,Pendiente,
105979,M4,CAS012002,Pendiente,
105979,M4,CAS012003,Pendiente,
105979,M4,CAS012004,Pendiente,
105979,M4,CAS012005,Pendiente,
105979,M4,CAS012006,Pendiente,
105979,M4,CAS012007,Pendiente,
105982,M4,CAS011995,Pendiente,
105982,M4,CAS011996,Pendiente,
105982,M4,CAS011997,Pendiente,
105982,M4,CAS011998,Pendiente,
105982,M4,CAS011999,Pendiente,
105982,M4,CAS012001,Pendiente,
105982,M4,CAS012002,Pendiente,
105982,M4,CAS012003,Pendiente,
105982,M4,CAS012004,Pendiente,
105982,M4,CAS012005,Pendiente,
105982,M4,CAS012006,Pendiente,
105982,M4,CAS012007,Pendiente,
105984,M1,CAS011995,Pendiente,
105984,M1,CAS011996,Pendiente,
105984,M1,CAS011997,Pendiente,
105984,M1,CAS011998,Pendiente,
105984,M1,CAS011999,Pendiente,
105984,M1,CAS012001,Pendiente,
105984,M1,CAS012002,Pendiente,
105984,M1,CAS012003,Pendiente,
105984,M1,CAS012004,Pendiente,
105984,M1,CAS012005,Pendiente,
105984,M1,CAS012006,Pendiente,
105985,M2,CAS011992,Pendiente,
105985,M2,CAS011995,Pendiente,
105985,M2,CAS011997,Pendiente,
105985,M2,CAS011998,Pendiente,
105985,M2,CAS011999,Pendiente,
105985,M2,CAS012000,Pendiente,
105985,M2,CAS012001,Pendiente,
105987,M4,CAS011995,Pendiente,
105987,M4,CAS011996,Pendiente,
105987,M4,CAS011997,Pendiente,
105987,M4,CAS011998,Pendiente,
105987,M4,CAS011999,Pendiente,
105987,M4,CAS012001,Pendiente,
105987,M4,CAS012002,Pendiente,
105987,M4,CAS012003,Pendiente,
105987,M4,CAS012004,Pendiente,
105987,M4,CAS012005,Pendiente,
105987,M4,CAS012006,Pendiente,
105987,M4,CAS012007,Pendiente,
105988,M3,CAS011994,Pendiente,
105988,M3,CAS011995,Pendiente,
105988,M3,CAS011996,Pendiente,
105988,M3,CAS011997,Pendiente,
105988,M3,CAS011998,Pendiente,
105988,M3,CAS011999,Pendiente,
105988,M3,CAS012000,Pendiente,
105988,M3,CAS012001,Pendiente,
105988,M3,CAS012002,Pendiente,
105988,M3,CAS012003,Pendiente,
105988,M3,CAS012004,Pendiente,
105988,M3,CAS012005,Pendiente,
105988,M3,CAS012006,Pendiente,
105988,M3,CAS012007,Pendiente,
105989,M4,CAS011997,Pendiente,
105989,M4,CAS011998,Pendiente,
105989,M4,CAS011999,Pendiente,
105989,M4,CAS012001,Pendiente,
105989,M4,CAS012002,Pendiente,
105989,M4,CAS012003,Pendiente,
105989,M4,CAS012004,Pendiente,
105989,M4,CAS012005,Pendiente,
105989,M4,CAS012006,Pendiente,
105989,M4,CAS012007,Pendiente,
105990,M1,CAS012001,Pendiente,
105990,M1,CAS012002,Pendiente,
105990,M1,CAS012003,Pendiente,
105990,M1,CAS012004,Pendiente,
105990,M1,CAS012005,Pendiente,
105990,M1,CAS012006,Pendiente,
105990,M1,CAS012007,Pendiente,
105991,M1,CAS011995,Pendiente,
105991,M1,CAS011996,Pendiente,
105991,M1,CAS011997,Pendiente,
105991,M1,CAS011998,Pendiente,
105991,M1,CAS011999,Pendiente,
105991,M1,CAS012001,Pendiente,
105992,M1,CAS012001,Pendiente,
105992,M1,CAS012002,Pendiente,
105992,M1,CAS012003,Pendiente,
105992,M1,CAS012004,Pendiente,
105992,M1,CAS012005,Pendiente,
105992,M1,CAS012006,Pendiente,
105992,M1,CAS012007,Pendiente,
105993,M4,CAS011995,Pendiente,
105993,M4,CAS011996,Pendiente,
105993,M4,CAS011997,Pendiente,
105993,M4,CAS011998,Pendiente,
105993,M4,CAS011999,Pendiente,
105993,M4,CAS012000,Pendiente,
105993,M4,CAS012001,Pendiente,
105993,M4,CAS012002,Pendiente,
105993,M4,CAS012003,Pendiente,
105993,M4,CAS012004,Pendiente,
105993,M4,CAS012005,Pendiente,
105993,M4,CAS012006,Pendiente,
105993,M4,CAS012007,Pendiente,
105995,M1,CAS011995,Pendiente,
105995,M1,CAS011996,Pendiente,
105995,M1,CAS011997,Pendiente,
105995,M1,CAS011998,Pendiente,
105995,M1,CAS012001,Pendiente,
105996,M4,CAS011996,Pendiente,
105996,M4,CAS011997,Pendiente,
105996,M4,CAS011998,Pendiente,
105996,M4,CAS011999,Pendiente,
105996,M4,CAS012001,Pendiente,
105996,M4,CAS012002,Pendiente,
105996,M4,CAS012003,Pendiente,
105996,M4,CAS012004,Pendiente,
105996,M4,CAS012005,Pendiente,
105996,M4,CAS012006,Pendiente,
105996,M4,CAS012007,Pendiente,
105997,M2,CAS011995,Pendiente,
105997,M2,CAS011996,Pendiente,
105997,M2,CAS011997,Pendiente,
105997,M2,CAS011998,Pendiente,
105998,M1,CAS011995,Pendiente,
105998,M1,CAS011996,Pendiente,
105998,M1,CAS011997,Pendiente,
105998,M1,CAS011998,Pendiente,
105998,M1,CAS011999,Pendiente,
105998,M1,CAS012000,Pendiente,
105998,M1,CAS012001,Pendiente,
105998,M1,CAS012002,Pendiente,
105998,M1,CAS012003,Pendiente,
105998,M1,CAS012004,Pendiente,
105998,M1,CAS012005,Pendiente,
105998,M1,CAS012006,Pendiente,
105998,M1,CAS012007,Pendiente,
106000,M4,CAS012001,Pendiente,
106000,M4,CAS012002,Pendiente,
106000,M4,CAS012003,Pendiente,
106000,M4,CAS012004,Pendiente,
106000,M4,CAS012005,Pendiente,
106000,M4,CAS012006,Pendiente,
100006,M1,CAS012000,Pendiente,
100006,M1,CAS012001,Pendiente,
100006,M1,CAS012002,Pendiente,
100006,M1,CAS012003,Pendiente,
100006,M1,CAS012004,Pendiente,
100006,M1,CAS012005,Pendiente,
100006,M1,CAS012006,Pendiente,
100006,M1,CAS012007,Pendiente,
100009,M4,CAS011995,Pendiente,
100009,M4,CAS011996,Pendiente,
100009,M4,CAS011997,Pendiente,
100009,M4,CAS011998,Pendiente,
100009,M4,CAS011999,Pendiente,
100009,M4,CAS012000,Pendiente,
100009,M4,CAS012001,Pendiente,
100009,M4,CAS012002,Pendiente,
100009,M4,CAS012003,Pendiente,
100009,M4,CAS012004,Pendiente,
100009,M4,CAS012005,Pendiente,
100009,M4,CAS012006,Pendiente,
100011,M4,CAS011997,Pendiente,
100011,M4,CAS011998,Pendiente,
100011,M4,CAS011999,Pendiente,
100011,M4,CAS012000,Pendiente,
100011,M4,CAS012001,Pendiente,
100011,M4,CAS012002,Pendiente,
100011,M4,CAS012003,Pendiente,
100011,M4,CAS012004,Pendiente,
100011,M4,CAS012005,Pendiente,
100011,M4,CAS012006,Pendiente,
100012,M4,CAS011995,Pendiente,
100012,M4,CAS011996,Pendiente,
100012,M4,CAS011997,Pendiente,
100012,M4,CAS011998,Pendiente,
100012,M4,CAS012001,Pendiente,
100012,M4,CAS012002,Pendiente,
100012,M4,CAS012003,Pendiente,
100012,M4,CAS012004,Pendiente,
100012,M4,CAS012005,Pendiente,
100012,M4,CAS012006,Pendiente,
100014,M4,CAS011995,Pendiente,
100014,M4,CAS011996,Pendiente,
100014,M4,CAS011997,Pendiente,
100014,M4,CAS011998,Pendiente,
100014,M4,CAS011999,Pendiente,
100014,M4,CAS012000,Pendiente,
100014,M4,CAS012001,Pendiente,
100014,M4,CAS012002,Pendiente,
100014,M4,CAS012003,Pendiente,
100014,M4,CAS012004,Pendiente,
100014,M4,CAS012005,Pendiente,
100014,M4,CAS012006,Pendiente,
100015,M2,CAS012001,Pendiente,
100017,M4,CAS011995,Pendiente,
100017,M4,CAS011996,Pendiente,
100017,M4,CAS011997,Pendiente,
100017,M4,CAS011998,Pendiente,
100017,M4,CAS011999,Pendiente,
100017,M4,CAS012000,Pendiente,
100017,M4,CAS012001,Pendiente,
100017,M4,CAS012002,Pendiente,
100017,M4,CAS012003,Pendiente,
100017,M4,CAS012004,Pendiente,
100017,M4,CAS012005,Pendiente,
100017,M4,CAS012006,Pendiente,
100018,M4,CAS011995,Pendiente,
100018,M4,CAS011996,Pendiente,
100018,M4,CAS011997,Pendiente,
100018,M4,CAS011998,Pendiente,
100018,M4,CAS011999,Pendiente,
100018,M4,CAS012000,Pendiente,
100018,M4,CAS012001,Pendiente,
100018,M4,CAS012002,Pendiente,
100018,M4,CAS012003,Pendiente,
100018,M4,CAS012004,Pendiente,
