numero_asociado,ramo_industrial,clave_del_producto,estado,fecha_factura
100412,M4,CAS012005,Pendiente,
100412,M4,CAS012006,Pendiente,
100414,M4,CAS011996,Pendiente,
100414,M4,CAS011997,Pendiente,
100414,M4,CAS011998,Pendiente,
100414,M4,CAS012001,Pendiente,
100414,M4,CAS012002,Pendiente,
100414,M4,CAS012003,Pendiente,
100414,M4,CAS012004,Pendiente,
100414,M4,CAS012005,Pendiente,
100414,M4,CAS012006,Pendiente,
100415,M1,CAS011995,Pendiente,
100415,M1,CAS011996,Pendiente,
100415,M1,CAS011997,Pendiente,
100415,M1,CAS011998,Pendiente,
100415,M1,CAS011999,Pendiente,
100415,M1,CAS012000,Pendiente,
100415,M1,CAS012001,Pendiente,
100416,M7,CAS011995,Pendiente,
100416,M7,CAS011996,Pendiente,
100416,M7,CAS011997,Pendiente,
100416,M7,CAS012001,Pendiente,
100416,M7,CAS012002,Pendiente,
100416,M7,CAS012003,Pendiente,
100416,M7,CAS012004,Pendiente,
100416,M7,CAS012005,Pendiente,
100416,M7,CAS012006,Pendiente,
100418,M4,CAS011996,Pendiente,
100418,M4,CAS011997,Pendiente,
100418,M4,CAS011998,Pendiente,
100418,M4,CAS011999,Pendiente,
100418,M4,CAS012000,Pendiente,
100418,M4,CAS012001,Pendiente,
100418,M4,CAS012002,Pendiente,
100418,M4,CAS012003,Pendiente,
100418,M4,CAS012004,Pendiente,
100418,M4,CAS012005,Pendiente,
100418,M4,CAS012006,Pendiente,
100420,M4,CAS012001,Pendiente,
100420,M4,CAS012002,Pendiente,
100420,M4,CAS012003,Pendiente,
100420,M4,CAS012004,Pendiente,
100420,M4,CAS012005,Pendiente,
100420,M4,CAS012006,Pendiente,
100421,M4,CAS011998,Pendiente,
100421,M4,CAS011999,Pendiente,
100421,M4,CAS012000,Pendiente,
100421,M4,CAS012001,Pendiente,
100421,M4,CAS012002,Pendiente,
100421,M4,CAS012003,Pendiente,
100421,M4,CAS012004,Pendiente,
100421,M4,CAS012005,Pendiente,
100421,M4,CAS012006,Pendiente,
100422,M1,CAS012002,Pendiente,
100422,M1,CAS012003,Pendiente,
100422,M1,CAS012004,Pendiente,
100422,M1,CAS012005,Pendiente,
100422,M1,CAS012006,Pendiente,
100423,M7,CAS011995,Pendiente,
100423,M7,CAS011996,Pendiente,
100423,M7,CAS011997,Pendiente,
100423,M7,CAS011998,Pendiente,
100423,M7,CAS011999,Pendiente,
100423,M7,CAS012000,Pendiente,
100423,M7,CAS012001,Pendiente,
100423,M7,CAS012002,Pendiente,
100423,M7,CAS012003,Pendiente,
100423,M7,CAS012004,Pendiente,
100423,M7,CAS012005,Pendiente,
100423,M7,CAS012006,Pendiente,
100425,M1,CAS012002,Pendiente,
100425,M1,CAS012003,Pendiente,
100425,M1,CAS012004,Pendiente,
100425,M1,CAS012005,Pendiente,
100425,M1,CAS012006,Pendiente,
100428,M4,CAS011996,Pendiente,
100428,M4,CAS011997,Pendiente,
100428,M4,CAS011998,Pendiente,
100428,M4,CAS011999,Pendiente,
100428,M4,CAS012000,Pendiente,
100428,M4,CAS012001,Pendiente,
100428,M4,CAS012002,Pendiente,
100428,M4,CAS012003,Pendiente,
100428,M4,CAS012004,Pendiente,
100428,M4,CAS012005,Pendiente,
100428,M4,CAS012006,Pendiente,
100429,M7,CAS012001,Pendiente,
100429,M7,CAS012002,Pendiente,
100429,M7,CAS012003,Pendiente,
100429,M7,CAS012004,Pendiente,
100429,M7,CAS012005,Pendiente,
100429,M7,CAS012006,Pendiente,
100430,M4,CAS011999,Pendiente,
100430,M4,CAS012001,Pendiente,
100430,M4,CAS012002,Pendiente,
100430,M4,CAS012003,Pendiente,
100430,M4,CAS012004,Pendiente,
100430,M4,CAS012005,Pendiente,
100430,M4,CAS012006,Pendiente,
100431,M1,CAS011995,Pendiente,
100431,M1,CAS011996,Pendiente,
100431,M1,CAS011997,Pendiente,
100431,M1,CAS011998,Pendiente,
100431,M1,CAS011999,Pendiente,
100431,M1,CAS012000,Pendiente,
100431,M1,CAS012001,Pendiente,
100431,M1,CAS012002,Pendiente,
100431,M1,CAS012003,Pendiente,
100431,M1,CAS012004,Pendiente,
100431,M1,CAS012005,Pendiente,
100431,M1,CAS012006,Pendiente,
100434,M4,CAS011995,Pendiente,
100434,M4,CAS011996,Pendiente,
100434,M4,CAS011997,Pendiente,
100434,M4,CAS011998,Pendiente,
100434,M4,CAS011999,Pendiente,
100434,M4,CAS012000,Pendiente,
100434,M4,CAS012001,Pendiente,
100434,M4,CAS012002,Pendiente,
100434,M4,CAS012003,Pendiente,
100434,M4,CAS012004,Pendiente,
100434,M4,CAS012005,Pendiente,
100434,M4,CAS012006,Pendiente,
100436,M4,CAS011995,Pendiente,
100436,M4,CAS011996,Pendiente,
100436,M4,CAS011997,Pendiente,
100436,M4,CAS011998,Pendiente,
100436,M4,CAS011999,Pendiente,
100436,M4,CAS012000,Pendiente,
100436,M4,CAS012001,Pendiente,
100436,M4,CAS012002,Pendiente,
100436,M4,CAS012003,Pendiente,
100436,M4,CAS012004,Pendiente,
100436,M4,CAS012005,Pendiente,
100436,M4,CAS012006,Pendiente,
100439,M1,CAS011999,Pendiente,
100439,M1,CAS012000,Pendiente,
100439,M1,CAS012001,Pendiente,
100439,M1,CAS012002,Pendiente,
100439,M1,CAS012003,Pendiente,
100439,M1,CAS012004,Pendiente,
100439,M1,CAS012005,Pendiente,
100439,M1,CAS012006,Pendiente,
100440,M4,CAS012001,Pendiente,
100440,M4,CAS012002,Pendiente,
100440,M4,CAS012003,Pendiente,
100440,M4,CAS012004,Pendiente,
100440,M4,CAS012005,Pendiente,
100440,M4,CAS012006,Pendiente,
100441,M1,CAS011995,Pendiente,
100441,M1,CAS011996,Pendiente,
100441,M1,CAS011997,Pendiente,
100441,M1,CAS011998,Pendiente,
100441,M1,CAS011999,Pendiente,
100441,M1,CAS012000,Pendiente,
100441,M1,CAS012001,Pendiente,
100441,M1,CAS012002,Pendiente,
100441,M1,CAS012003,Pendiente,
100441,M1,CAS012004,Pendiente,
100441,M1,CAS012005,Pendiente,
100441,M1,CAS012006,Pendiente,
100442,M2,CAS011996,Pendiente,
100442,M2,CAS011997,Pendiente,
100442,M2,CAS011998,Pendiente,
100442,M2,CAS012001,Pendiente,
100443,M2,CAS011995,Pendiente,
100443,M2,CAS011996,Pendiente,
100443,M2,CAS011997,Pendiente,
100443,M2,CAS011998,Pendiente,
100443,M2,CAS011999,Pendiente,
100443,M2,CAS012000,Pendiente,
100443,M2,CAS012001,Pendiente,
100444,M4,CAS012001,Pendiente,
100444,M4,CAS012002,Pendiente,
100444,M4,CAS012003,Pendiente,
100444,M4,CAS012004,Pendiente,
100444,M4,CAS012005,Pendiente,
100444,M4,CAS012006,Pendiente,
100445,M4,CAS012005,Pendiente,
100445,M4,CAS012006,Pendiente,
100447,M4,CAS012001,Pendiente,
100447,M4,CAS012002,Pendiente,
100447,M4,CAS012003,Pendiente,
100447,M4,CAS012004,Pendiente,
100447,M4,CAS012005,Pendiente,
100447,M4,CAS012006,Pendiente,
100447,M4,CAS012007,Pendiente,
100448,M1,CAS012002,Pendiente,
100448,M1,CAS012003,Pendiente,
100448,M1,CAS012005,Pendiente,
100448,M1,CAS012006,Pendiente,
100450,M4,CAS011995,Pendiente,
100450,M4,CAS011996,Pendiente,
100450,M4,CAS011997,Pendiente,
100450,M4,CAS011998,Pendiente,
100450,M4,CAS011999,Pendiente,
100450,M4,CAS012000,Pendiente,
100450,M4,CAS012001,Pendiente,
100450,M4,CAS012002,Pendiente,
100450,M4,CAS012003,Pendiente,
100450,M4,CAS012004,Pendiente,
100450,M4,CAS012005,Pendiente,
100450,M4,CAS012006,Pendiente,
100452,M1,CAS012001,Pendiente,
100452,M1,CAS012002,Pendiente,
100452,M1,CAS012003,Pendiente,
100452,M1,CAS012004,Pendiente,
100452,M1,CAS012005,Pendiente,
100452,M1,CAS012006,Pendiente,
100452,M1,CAS012007,Pendiente,
100455,M4,CAS011995,Pendiente,
100455,M4,CAS011996,Pendiente,
100455,M4,CAS011998,Pendiente,
100455,M4,CAS011999,Pendiente,
100455,M4,CAS012000,Pendiente,
100455,M4,CAS012001,Pendiente,
100455,M4,CAS012002,Pendiente,
100455,M4,CAS012003,Pendiente,
100455,M4,CAS012004,Pendiente,
100455,M4,CAS012005,Pendiente,
100455,M4,CAS012006,Pendiente,
100456,M4,CAS011995,Pendiente,
100456,M4,CAS011996,Pendiente,
100456,M4,CAS011997,Pendiente,
100456,M4,CAS011998,Pendiente,
100456,M4,CAS011999,Pendiente,
100456,M4,CAS012000,Pendiente,
100456,M4,CAS012001,Pendiente,
100456,M4,CAS012002,Pendiente,
100456,M4,CAS012003,Pendiente,
100456,M4,CAS012004,Pendiente,
100456,M4,CAS012005,Pendiente,
100456,M4,CAS012006,Pendiente,
100457,M4,CAS012001,Pendiente,
100457,M4,CAS012003,Pendiente,
100457,M4,CAS012004,Pendiente,
100457,M4,CAS012005,Pendiente,
100457,M4,CAS012006,Pendiente,
100459,M4,CAS011995,Pendiente,
100459,M4,CAS011996,Pendiente,
100459,M4,CAS011997,Pendiente,
100459,M4,CAS011998,Pendiente,
100459,M4,CAS011999,Pendiente,
100459,M4,CAS012000,Pendiente,
100459,M4,CAS012001,Pendiente,
100459,M4,CAS012002,Pendiente,
100459,M4,CAS012003,Pendiente,
100459,M4,CAS012004,Pendiente,
100459,M4,CAS012005,Pendiente,
100459,M4,CAS012006,Pendiente,
100461,M1,CAS012005,Pendiente,
100461,M1,CAS012006,Pendiente,
100462,M4,CAS011995,Pendiente,
100462,M4,CAS011996,Pendiente,
100462,M4,CAS011997,Pendiente,
100462,M4,CAS011998,Pendiente,
100462,M4,CAS012001,Pendiente,
100462,M4,CAS012002,Pendiente,
100462,M4,CAS012003,Pendiente,
100462,M4,CAS012004,Pendiente,
100462,M4,CAS012005,Pendiente,
100462,M4,CAS012006,Pendiente,
100463,M4,CAS011995,Pendiente,
100463,M4,CAS011996,Pendiente,
100463,M4,CAS011997,Pendiente,
100463,M4,CAS011998,Pendiente,
100463,M4,CAS011999,Pendiente,
100463,M4,CAS012000,Pendiente,
100463,M4,CAS012001,Pendiente,
100463,M4,CAS012002,Pendiente,
100463,M4,CAS012003,Pendiente,
100463,M4,CAS012004,Pendiente,
100463,M4,CAS012005,Pendiente,
100463,M4,CAS012006,Pendiente,
100464,M4,CAS011995,Pendiente,
100464,M4,CAS011996,Pendiente,
100464,M4,CAS011997,Pendiente,
100464,M4,CAS011998,Pendiente,
100464,M4,CAS011999,Pendiente,
100464,M4,CAS012000,Pendiente,
100464,M4,CAS012001,Pendiente,
100464,M4,CAS012002,Pendiente,
100464,M4,CAS012003,Pendiente,
100464,M4,CAS012004,Pendiente,
100464,M4,CAS012005,Pendiente,
100464,M4,CAS012006,Pendiente,
100465,M4,CAS012001,Pendiente,
100465,M4,CAS012002,Pendiente,
100465,M4,CAS012003,Pendiente,
100465,M4,CAS012004,Pendiente,
100465,M4,CAS012005,Pendiente,
100465,M4,CAS012006,Pendiente,
100466,M1,CAS011995,Pendiente,
100466,M1,CAS011996,Pendiente,
100466,M1,CAS011997,Pendiente,
100466,M1,CAS011998,Pendiente,
100466,M1,CAS011999,Pendiente,
100466,M1,CAS012000,Pendiente,
100466,M1,CAS012001,Pendiente,
100466,M1,CAS012002,Pendiente,
100466,M1,CAS012003,Pendiente,
100466,M1,CAS012004,Pendiente,
100466,M1,CAS012005,Pendiente,
100466,M1,CAS012006,Pendiente,
100467,M4,CAS011996,Pendiente,
100467,M4,CAS011995,Pendiente,
100467,M4,CAS011997,Pendiente,
100467,M4,CAS011998,Pendiente,
100467,M4,CAS011999,Pendiente,
100467,M4,CAS012000,Pendiente,
100467,M4,CAS012001,Pendiente,
100467,M4,CAS012002,Pendiente,
100467,M4,CAS012003,Pendiente,
100467,M4,CAS012004,Pendiente,
100467,M4,CAS012005,Pendiente,
100467,M4,CAS012006,Pendiente,
100468,M2,CAS011995,Pendiente,
100468,M2,CAS011996,Pendiente,
100468,M2,CAS011997,Pendiente,
100468,M2,CAS011998,Pendiente,
100468,M2,CAS011999,Pendiente,
100468,M2,CAS012000,Pendiente,
100468,M2,CAS012001,Pendiente,
100468,M2,CAS012002,Pendiente,
100468,M2,CAS012003,Pendiente,
100468,M2,CAS012004,Pendiente,
100468,M2,CAS012005,Pendiente,
100468,M2,CAS012006,Pendiente,
100471,M4,CAS012001,Pendiente,
100471,M4,CAS012002,Pendiente,
100471,M4,CAS012003,Pendiente,
100471,M4,CAS012004,Pendiente,
100471,M4,CAS012005,Pendiente,
100471,M4,CAS012006,Pendiente,
100472,M4,CAS012001,Pendiente,
100472,M4,CAS012002,Pendiente,
100472,M4,CAS012003,Pendiente,
100472,M4,CAS012004,Pendiente,
100472,M4,CAS012005,Pendiente,
100472,M4,CAS012006,Pendiente,
100473,M7,CAS011995,Pendiente,
100473,M7,CAS011996,Pendiente,
100473,M7,CAS011997,Pendiente,
100473,M7,CAS011998,Pendiente,
100473,M7,CAS011999,Pendiente,
100473,M7,CAS012001,Pendiente,
100473,M7,CAS012002,Pendiente,
100473,M7,CAS012003,Pendiente,
100473,M7,CAS012004,Pendiente,
100473,M7,CAS012005,Pendiente,
100473,M7,CAS012006,Pendiente,
100474,M4,CAS012001,Pendiente,
100474,M4,CAS012002,Pendiente,
100474,M4,CAS012003,Pendiente,
100474,M4,CAS012004,Pendiente,
100474,M4,CAS012005,Pendiente,
100474,M4,CAS012006,Pendiente,
100477,M1,CAS011994,Pendiente,
100477,M1,CAS011995,Pendiente,
100477,M1,CAS011996,Pendiente,
100477,M1,CAS011997,Pendiente,
100477,M1,CAS011998,Pendiente,
100477,M1,CAS011999,Pendiente,
100477,M1,CAS012001,Pendiente,
100477,M1,CAS012002,Pendiente,
100477,M1,CAS012003,Pendiente,
100477,M1,CAS012004,Pendiente,
100477,M1,CAS012005,Pendiente,
100477,M1,CAS012006,Pendiente,
100478,M4,CAS011995,Pendiente,
100478,M4,CAS011996,Pendiente,
100478,M4,CAS011997,Pendiente,
100478,M4,CAS011998,Pendiente,
100478,M4,CAS011999,Pendiente,
100478,M4,CAS012000,Pendiente,
100478,M4,CAS012001,Pendiente,
100478,M4,CAS012002,Pendiente,
100478,M4,CAS012003,Pendiente,
100478,M4,CAS012004,Pendiente,
100478,M4,CAS012005,Pendiente,
100478,M4,CAS012006,Pendiente,
100480,M4,CAS011995,Pendiente,
100480,M4,CAS011996,Pendiente,
100480,M4,CAS011997,Pendiente,
100480,M4,CAS011998,Pendiente,
100480,M4,CAS011999,Pendiente,
100480,M4,CAS012000,Pendiente,
100480,M4,CAS012001,Pendiente,
100480,M4,CAS012002,Pendiente,
100480,M4,CAS012003,Pendiente,
100480,M4,CAS012004,Pendiente,
100480,M4,CAS012005,Pendiente,
100480,M4,CAS012006,Pendiente,
100481,M4,CAS011995,Pendiente,
100481,M4,CAS011996,Pendiente,
100481,M4,CAS011997,Pendiente,
100481,M4,CAS011998,Pendiente,
100481,M4,CAS011999,Pendiente,
100481,M4,CAS012000,Pendiente,
100481,M4,CAS012001,Pendiente,
100481,M4,CAS012002,Pendiente,
100481,M4,CAS012003,Pendiente,
100481,M4,CAS012004,Pendiente,
100481,M4,CAS012005,Pendiente,
100481,M4,CAS012006,Pendiente,
100484,M4,CAS012004,Pendiente,
100484,M4,CAS012005,Pendiente,
100484,M4,CAS012006,Pendiente,
100486,M1,CAS011996,Pendiente,
100486,M1,CAS011997,Pendiente,
100486,M1,CAS011998,Pendiente,
100486,M1,CAS011999,Pendiente,
100486,M1,CAS012000,Pendiente,
100486,M1,CAS012001,Pendiente,
100488,M4,CAS011995,Pendiente,
100488,M4,CAS011996,Pendiente,
100488,M4,CAS011997,Pendiente,
100488,M4,CAS011998,Pendiente,
100488,M4,CAS011999,Pendiente,
100488,M4,CAS012000,Pendiente,
100488,M4,CAS012001,Pendiente,
100488,M4,CAS012002,Pendiente,
100488,M4,CAS012003,Pendiente,
100488,M4,CAS012004,Pendiente,
100488,M4,CAS012005,Pendiente,
100488,M4,CAS012006,Pendiente,
100489,M7,CAS012001,Pendiente,
100489,M7,CAS012002,Pendiente,
100489,M7,CAS012003,Pendiente,
100489,M7,CAS012004,Pendiente,
100489,M7,CAS012005,Pendiente,
100489,M7,CAS012006,Pendiente,
100490,M4,CAS011997,Pendiente,
100490,M4,CAS011998,Pendiente,
100490,M4,CAS011999,Pendiente,
100490,M4,CAS012000,Pendiente,
100490,M4,CAS012001,Pendiente,
100490,M4,CAS012002,Pendiente,
100490,M4,CAS012003,Pendiente,
100490,M4,CAS012004,Pendiente,
100490,M4,CAS012005,Pendiente,
100490,M4,CAS012006,Pendiente,
100491,M1,CAS012001,Pendiente,
100491,M1,CAS012002,Pendiente,
100491,M1,CAS012003,Pendiente,
100491,M1,CAS012004,Pendiente,
100491,M1,CAS012005,Pendiente,
100491,M1,CAS012006,Pendiente,
100493,M1,CAS011997,Pendiente,
100493,M1,CAS011998,Pendiente,
100493,M1,CAS012001,Pendiente,
100493,M1,CAS012002,Pendiente,
100493,M1,CAS012003,Pendiente,
100493,M1,CAS012004,Pendiente,
100493,M1,CAS012005,Pendiente,
100493,M1,CAS012006,Pendiente,
100500,M4,CAS011996,Pendiente,
100500,M4,CAS011997,Pendiente,
100500,M4,CAS011998,Pendiente,
100500,M4,CAS012001,Pendiente,
100500,M4,CAS012002,Pendiente,
100500,M4,CAS012003,Pendiente,
100500,M4,CAS012004,Pendiente,
100500,M4,CAS012005,Pendiente,
100500,M4,CAS012006,Pendiente,
108004,M4,CAS012001,Pendiente,
108004,M4,CAS012002,Pendiente,
108004,M4,CAS012003,Pendiente,
108004,M4,CAS012004,Pendiente,
108004,M4,CAS012005,Pendiente,
108004,M4,CAS012006,Pendiente,
108005,M4,CAS012004,Pendiente,
108005,M4,CAS012005,Pendiente,
108005,M4,CAS012006,Pendiente,
108005,M4,CAS012007,Pendiente,
108009,M1,CAS012001,Pendiente,
108009,M1,CAS012002,Pendiente,
108009,M1,CAS012003,Pendiente,
108009,M1,CAS012004,Pendiente,
108009,M1,CAS012005,Pendiente,
108009,M1,CAS012006,Pendiente,
108010,M1,CAS011995,Pendiente,
108010,M1,CAS011996,Pendiente,
108010,M1,CAS011997,Pendiente,
108010,M1,CAS011998,Pendiente,
108010,M1,CAS011999,Pendiente,
108010,M1,CAS012000,Pendiente,
108010,M1,CAS012001,Pendiente,
108010,M1,CAS012002,Pendiente,
108010,M1,CAS012003,Pendiente,
108010,M1,CAS012004,Pendiente,
108010,M1,CAS012005,Pendiente,
108010,M1,CAS012006,Pendiente,
108010,M1,CAS012007,Pendiente,
108012,M1,CAS011999,Pendiente,
108012,M1,CAS012000,Pendiente,
108012,M1,CAS012001,Pendiente,
108012,M1,CAS012002,Pendiente,
108012,M1,CAS012003,Pendiente,
108012,M1,CAS012004,Pendiente,
108012,M1,CAS012005,Pendiente,
108012,M1,CAS012006,Pendiente,
108012,M1,CAS012007,Pendiente,
108015,M1,CAS012002,Pendiente,
108015,M1,CAS012003,Pendiente,
108015,M1,CAS012004,Pendiente,
108015,M1,CAS012005,Pendiente,
108015,M1,CAS012006,Pendiente,
108017,M7,CAS011999,Pendiente,
108017,M7,CAS012000,Pendiente,
108017,M7,CAS012001,Pendiente,
108017,M7,CAS012002,Pendiente,
108017,M7,CAS012003,Pendiente,
108017,M7,CAS012004,Pendiente,
108017,M7,CAS012005,Pendiente,
108017,M7,CAS012006,Pendiente,
108018,M4,CAS012001,Pendiente,
108018,M4,CAS012002,Pendiente,
108018,M4,CAS012003,Pendiente,
108018,M4,CAS012004,Pendiente,
108018,M4,CAS012005,Pendiente,
108018,M4,CAS012006,Pendiente,
108019,M4,CAS012001,Pendiente,
108019,M4,CAS012002,Pendiente,
108019,M4,CAS012003,Pendiente,
108019,M4,CAS012004,Pendiente,
108019,M4,CAS012005,Pendiente,
108019,M4,CAS012006,Pendiente,
108019,M4,CAS012007,Pendiente,
108020,M4,CAS012001,Pendiente,
108020,M4,CAS012002,Pendiente,
108020,M4,CAS012003,Pendiente,
108020,M4,CAS012004,Pendiente,
108020,M4,CAS012005,Pendiente,
108020,M4,CAS012006,Pendiente,
108021,M1,CAS012001,Pendiente,
108021,M1,CAS012002,Pendiente,
108021,M1,CAS012003,Pendiente,
108021,M1,CAS012004,Pendiente,
108021,M1,CAS012005,Pendiente,
108021,M1,CAS012006,Pendiente,
108022,M2,CAS011998,Pendiente,
108022,M2,CAS011999,Pendiente,
108022,M2,CAS012000,Pendiente,
108022,M2,CAS012001,Pendiente,
108023,M4,CAS011995,Pendiente,
108023,M4,CAS011996,Pendiente,
108023,M4,CAS011997,Pendiente,
108023,M4,CAS011998,Pendiente,
108023,M4,CAS012001,Pendiente,
108023,M4,CAS012002,Pendiente,
108023,M4,CAS012003,Pendiente,
108023,M4,CAS012004,Pendiente,
108023,M4,CAS012005,Pendiente,
108023,M4,CAS012006,Pendiente,
108024,M4,CAS011996,Pendiente,
108024,M4,CAS011997,Pendiente,
108024,M4,CAS011998,Pendiente,
108024,M4,CAS011999,Pendiente,
108024,M4,CAS012000,Pendiente,
108024,M4,CAS012001,Pendiente,
108024,M4,CAS012002,Pendiente,
108024,M4,CAS012003,Pendiente,
108024,M4,CAS012004,Pendiente,
108024,M4,CAS012005,Pendiente,
108024,M4,CAS012006,Pendiente,
108024,M4,CAS012007,Pendiente,
108027,M4,CAS011995,Pendiente,
108027,M4,CAS011996,Pendiente,
108027,M4,CAS011997,Pendiente,
108027,M4,CAS011998,Pendiente,
108027,M4,CAS011999,Pendiente,
108027,M4,CAS012000,Pendiente,
108027,M4,CAS012001,Pendiente,
108027,M4,CAS012002,Pendiente,
108027,M4,CAS012003,Pendiente,
108027,M4,CAS012004,Pendiente,
108027,M4,CAS012005,Pendiente,
108027,M4,CAS012006,Pendiente,
108029,M4,CAS011999,Pendiente,
108029,M4,CAS012000,Pendiente,
108029,M4,CAS012001,Pendiente,
108029,M4,CAS012002,Pendiente,
108029,M4,CAS012003,Pendiente,
108029,M4,CAS012004,Pendiente,
108029,M4,CAS012005,Pendiente,
108029,M4,CAS012006,Pendiente,
108029,M4,CAS012007,Pendiente,
108029,M4,CAS022004,Pendiente,
108029,M4,CAS022005,Pendiente,
108029,M4,CAS022006,Pendiente,
108029,M4,CAS022007,Pendiente,
108030,M4,CAS011999,Pendiente,
108030,M4,CAS012000,Pendiente,
108030,M4,CAS012001,Pendiente,
108030,M4,CAS012002,Pendiente,
108030,M4,CAS012003,Pendiente,
108030,M4,CAS012004,Pendiente,
108030,M4,CAS012005,Pendiente,
108030,M4,CAS012006,Pendiente,
108030,M4,CAS012007,Pendiente,
108032,M1,CAS011995,Pendiente,
108032,M1,CAS011996,Pendiente,
108032,M1,CAS011997,Pendiente,
108032,M1,CAS011998,Pendiente,
108032,M1,CAS011999,Pendiente,
108032,M1,CAS012000,Pendiente,
108032,M1,CAS012001,Pendiente,
108033,M4,CAS011999,Pendiente,
108033,M4,CAS012001,Pendiente,
108033,M4,CAS012002,Pendiente,
108033,M4,CAS012003,Pendiente,
108033,M4,CAS012004,Pendiente,
108033,M4,CAS012005,Pendiente,
108033,M4,CAS012006,Pendiente,
108034,M2,CAS011995,Pendiente,
108034,M2,CAS011996,Pendiente,
108034,M2,CAS011997,Pendiente,
108034,M2,CAS011998,Pendiente,
108034,M2,CAS012001,Pendiente,
108035,M4,CAS011996,Pendiente,
108035,M4,CAS011997,Pendiente,
108035,M4,CAS011998,Pendiente,
108035,M4,CAS011999,Pendiente,
108035,M4,CAS012000,Pendiente,
108035,M4,CAS012001,Pendiente,
108035,M4,CAS012002,Pendiente,
108035,M4,CAS012003,Pendiente,
108035,M4,CAS012004,Pendiente,
108035,M4,CAS012005,Pendiente,
108035,M4,CAS012006,Pendiente,
108036,M4,CAS011992,Pendiente,
108036,M4,CAS011995,Pendiente,
108036,M4,CAS011997,Pendiente,
108036,M4,CAS011998,Pendiente,
108036,M4,CAS011999,Pendiente,
108036,M4,CAS012000,Pendiente,
108036,M4,CAS012001,Pendiente,
108036,M4,CAS012002,Pendiente,
108036,M4,CAS012003,Pendiente,
108036,M4,CAS012004,Pendiente,
108036,M4,CAS012005,Pendiente,
108036,M4,CAS012006,Pendiente,
108037,M7,CAS011995,Pendiente,
108037,M7,CAS011996,Pendiente,
108037,M7,CAS011997,Pendiente,
108037,M7,CAS011998,Pendiente,
108037,M7,CAS011999,Pendiente,
108037,M7,CAS012000,Pendiente,
108037,M7,CAS012001,Pendiente,
108037,M7,CAS012002,Pendiente,
108037,M7,CAS012003,Pendiente,
108037,M7,CAS012004,Pendiente,
108037,M7,CAS012005,Pendiente,
108037,M7,CAS012006,Pendiente,
108037,M7,CAS012007,Pendiente,
108038,M7,CAS011995,Pendiente,
108038,M7,CAS011996,Pendiente,
108038,M7,CAS011997,Pendiente,
108038,M7,CAS011998,Pendiente,
108038,M7,CAS011999,Pendiente,
108038,M7,CAS012000,Pendiente,
108038,M7,CAS012001,Pendiente,
108038,M7,CAS012002,Pendiente,
108038,M7,CAS012003,Pendiente,
108038,M7,CAS012004,Pendiente,
108038,M7,CAS012005,Pendiente,
108038,M7,CAS012006,Pendiente,
108040,M4,CAS011995,Pendiente,
108040,M4,CAS011996,Pendiente,
108040,M4,CAS011997,Pendiente,
108040,M4,CAS011998,Pendiente,
108040,M4,CAS011999,Pendiente,
108040,M4,CAS012000,Pendiente,
108040,M4,CAS012001,Pendiente,
108040,M4,CAS012002,Pendiente,
108040,M4,CAS012003,Pendiente,
108040,M4,CAS012006,Pendiente,
108040,M4,CAS012007,Pendiente,
108041,M1,CAS011995,Pendiente,
108041,M1,CAS011996,Pendiente,
108041,M1,CAS011997,Pendiente,
108041,M1,CAS011998,Pendiente,
108041,M1,CAS011999,Pendiente,
108041,M1,CAS012000,Pendiente,
108041,M1,CAS012001,Pendiente,
108041,M1,CAS012002,Pendiente,
108041,M1,CAS012003,Pendiente,
108041,M1,CAS012004,Pendiente,
108041,M1,CAS012005,Pendiente,
108041,M1,CAS012006,Pendiente,
108042,M1,CAS012001,Pendiente,
108042,M1,CAS012002,Pendiente,
108042,M1,CAS012003,Pendiente,
108042,M1,CAS012004,Pendiente,
108042,M1,CAS012005,Pendiente,
108042,M1,CAS012006,Pendiente,
108043,M2,CAS011992,Pendiente,
108043,M2,CAS011995,Pendiente,
108043,M2,CAS011997,Pendiente,
108043,M2,CAS011998,Pendiente,
108043,M2,CAS011999,Pendiente,
108043,M2,CAS012000,Pendiente,
108043,M2,CAS012001,Pendiente,
108045,M1,CAS012001,Pendiente,
108045,M1,CAS012002,Pendiente,
108045,M1,CAS012003,Pendiente,
108045,M1,CAS012004,Pendiente,
108045,M1,CAS012005,Pendiente,
108045,M1,CAS012006,Pendiente,
108045,M1,CAS012007,Pendiente,
108046,M4,CAS011995,Pendiente,
108046,M4,CAS011996,Pendiente,
108046,M4,CAS011997,Pendiente,
108046,M4,CAS011998,Pendiente,
108046,M4,CAS011999,Pendiente,
108046,M4,CAS012001,Pendiente,
108046,M4,CAS012002,Pendiente,
108046,M4,CAS012003,Pendiente,
108046,M4,CAS012004,Pendiente,
108046,M4,CAS012005,Pendiente,
108046,M4,CAS012006,Pendiente,
108049,M4,CAS011995,Pendiente,
108049,M4,CAS011996,Pendiente,
108049,M4,CAS011997,Pendiente,
108049,M4,CAS011998,Pendiente,
108049,M4,CAS011999,Pendiente,
108049,M4,CAS012000,Pendiente,
108049,M4,CAS012001,Pendiente,
108049,M4,CAS012002,Pendiente,
108049,M4,CAS012003,Pendiente,
108049,M4,CAS012004,Pendiente,
108049,M4,CAS012005,Pendiente,
108049,M4,CAS012006,Pendiente,
108049,M4,CAS022005,Pendiente,
